NHGISCODE,GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,TRACTA,NAME,AV0AA,B18AA,B18AB,B18AC,B18AD,B18AE,B70AA,B70AB,B70AC,B70AD,B70AE,B70AF,B70AG,B70AH,B70AI,B70AJ,A41AA,B70AAM,B70ABM,B70ACM,B70ADM,B70AEM,B70AFM,B70AGM,B70AHM,B70AIM,B70AJM
G1100010010400,G1100010010400,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,010400,"Census Tract 104, District of Columbia, District of Columbia",,,,,,,280,83,116,128,68,30,53,180,252,327,,109,58,74,100,62,30,52,100,115,115
G1100010010500,G1100010010500,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,010500,"Census Tract 105, District of Columbia, District of Columbia",,,,,,,277,55,86,70,56,72,82,239,387,1089,,155,39,82,42,61,77,64,92,150,232
G1100010010600,G1100010010600,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,010600,"Census Tract 106, District of Columbia, District of Columbia",,,,,,,143,50,60,70,85,106,72,62,186,965,,81,41,47,58,57,61,51,38,68,192
G1100010010700,G1100010010700,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,010700,"Census Tract 107, District of Columbia, District of Columbia",,,,,,,248,36,26,0,9,42,42,89,120,641,,71,25,24,13,13,36,34,64,64,155
G1100010010800,G1100010010800,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,010800,"Census Tract 108, District of Columbia, District of Columbia",,,,,,,356,90,27,68,11,12,31,72,108,178,,88,61,22,52,17,13,21,44,53,81
G1100010010900,G1100010010900,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,010900,"Census Tract 109, District of Columbia, District of Columbia",,,,,,,227,102,56,15,128,56,91,49,250,154,,89,60,54,16,77,58,54,32,97,103
G1100010011000,G1100010011000,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,011000,"Census Tract 110, District of Columbia, District of Columbia",,,,,,,71,77,36,67,54,50,45,137,356,1401,,55,63,40,54,51,45,42,83,127,268
G1100010011100,G1100010011100,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,011100,"Census Tract 111, District of Columbia, District of Columbia",,,,,,,146,114,46,73,75,64,110,78,262,694,,63,56,34,53,43,47,63,53,86,157
G4201010000100,G4201010000100,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,000100,"Census Tract 1, Philadelphia County, Pennsylvania",,,,,,,224,60,13,24,0,84,52,140,465,1081,,112,61,22,25,10,38,43,88,141,250
G4201010000200,G4201010000200,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,000200,"Census Tract 2, Philadelphia County, Pennsylvania",,,,,,,107,23,9,49,42,106,63,74,101,369,,54,21,15,51,30,77,65,60,65,114
G4201010000300,G4201010000300,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,000300,"Census Tract 3, Philadelphia County, Pennsylvania",,,,,,,228,113,54,60,54,49,106,124,200,866,,92,60,44,43,38,35,85,67,89,175
G4201010000401,G4201010000401,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,000401,"Census Tract 4.01, Philadelphia County, Pennsylvania",,,,,,,396,120,55,118,127,73,13,58,246,426,,143,100,42,81,74,64,15,48,126,142
G4201010000402,G4201010000402,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,000402,"Census Tract 4.02, Philadelphia County, Pennsylvania",,,,,,,341,105,240,115,82,138,44,176,298,768,,158,66,113,91,63,93,33,84,163,180
G4201010000500,G4201010000500,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,000500,"Census Tract 5, Philadelphia County, Pennsylvania",,,,,,,102,23,70,35,74,4,34,66,148,155,,43,21,49,30,49,7,24,56,59,62
G4201010000600,G4201010000600,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,000600,"Census Tract 6, Philadelphia County, Pennsylvania",,,,,,,135,14,12,0,3,38,0,27,182,228,,57,17,15,10,7,46,10,26,83,80
G4201010000700,G4201010000700,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,000700,"Census Tract 7, Philadelphia County, Pennsylvania",,,,,,,494,123,43,99,181,28,65,162,202,613,,170,73,42,55,109,31,71,91,109,190
G4201010000801,G4201010000801,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,000801,"Census Tract 8.01, Philadelphia County, Pennsylvania",,,,,,,75,0,26,8,63,107,41,57,94,543,,59,10,30,13,71,104,41,54,70,195
G4201010000803,G4201010000803,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,000803,"Census Tract 8.03, Philadelphia County, Pennsylvania",,,,,,,106,148,89,97,254,54,49,258,241,1306,,69,122,93,83,154,52,37,161,119,316
G4201010000804,G4201010000804,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,000804,"Census Tract 8.04, Philadelphia County, Pennsylvania",,,,,,,264,43,66,51,53,40,130,117,347,1133,,132,56,51,43,81,38,104,90,131,320
G4201010000901,G4201010000901,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,000901,"Census Tract 9.01, Philadelphia County, Pennsylvania",,,,,,,285,91,73,81,115,24,77,151,104,304,,125,69,64,69,100,28,55,92,71,131
G4201010000902,G4201010000902,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,000902,"Census Tract 9.02, Philadelphia County, Pennsylvania",,,,,,,261,266,87,14,25,25,72,53,210,360,,105,103,68,23,30,24,84,44,107,124
G4201010001001,G4201010001001,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,001001,"Census Tract 10.01, Philadelphia County, Pennsylvania",,,,,,,85,6,27,26,21,11,28,166,213,850,,56,11,27,30,24,19,30,87,85,193
G4201010001002,G4201010001002,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,001002,"Census Tract 10.02, Philadelphia County, Pennsylvania",,,,,,,42,47,41,71,9,48,58,105,324,1092,,41,40,31,62,14,39,51,93,133,188
G4201010001101,G4201010001101,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,001101,"Census Tract 11.01, Philadelphia County, Pennsylvania",,,,,,,299,132,129,102,0,62,32,115,295,738,,113,67,96,78,10,51,42,67,124,178
G4201010001102,G4201010001102,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,001102,"Census Tract 11.02, Philadelphia County, Pennsylvania",,,,,,,162,12,80,39,14,52,104,104,305,640,,95,19,53,35,22,40,68,87,122,175
G4201010001201,G4201010001201,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,001201,"Census Tract 12.01, Philadelphia County, Pennsylvania",,,,,,,115,13,0,8,8,64,34,113,283,1299,,88,21,10,12,14,46,32,100,135,252
G4201010001202,G4201010001202,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,001202,"Census Tract 12.02, Philadelphia County, Pennsylvania",,,,,,,245,35,128,77,63,154,124,335,516,1162,,113,42,96,112,65,98,73,170,165,237
G4201010001300,G4201010001300,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,001300,"Census Tract 13, Philadelphia County, Pennsylvania",,,,,,,275,75,117,171,126,60,48,111,407,1038,,113,66,75,103,97,67,45,85,123,228
G4201010001400,G4201010001400,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,001400,"Census Tract 14, Philadelphia County, Pennsylvania",,,,,,,158,117,81,164,155,89,85,93,240,906,,107,69,70,89,125,74,57,91,97,221
G4201010001500,G4201010001500,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,001500,"Census Tract 15, Philadelphia County, Pennsylvania",,,,,,,78,55,40,45,18,56,48,97,225,638,,58,46,51,45,24,50,52,58,82,156
G4201010001600,G4201010001600,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,001600,"Census Tract 16, Philadelphia County, Pennsylvania",,,,,,,99,16,0,44,31,41,29,124,253,463,,69,18,10,40,39,28,28,89,88,104
G4201010001700,G4201010001700,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,001700,"Census Tract 17, Philadelphia County, Pennsylvania",,,,,,,34,0,15,27,42,13,90,147,282,765,,31,10,18,30,33,21,94,101,114,142
G4201010001800,G4201010001800,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,001800,"Census Tract 18, Philadelphia County, Pennsylvania",,,,,,,65,41,84,35,28,72,11,120,243,626,,40,32,52,30,27,61,16,77,93,138
G4201010001900,G4201010001900,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,001900,"Census Tract 19, Philadelphia County, Pennsylvania",,,,,,,180,46,6,98,27,45,27,89,268,469,,81,29,9,70,27,42,32,62,105,125
G4201010002000,G4201010002000,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,002000,"Census Tract 20, Philadelphia County, Pennsylvania",,,,,,,156,165,59,29,72,73,39,16,59,97,,74,75,47,24,71,47,36,20,39,55
G4201010002100,G4201010002100,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,002100,"Census Tract 21, Philadelphia County, Pennsylvania",,,,,,,131,113,28,64,89,115,49,78,153,90,,61,56,25,42,59,80,48,39,67,48
G4201010002200,G4201010002200,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,002200,"Census Tract 22, Philadelphia County, Pennsylvania",,,,,,,270,66,89,43,10,77,29,71,169,179,,123,54,74,34,16,45,32,67,69,74
G4201010002300,G4201010002300,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,002300,"Census Tract 23, Philadelphia County, Pennsylvania",,,,,,,97,84,122,154,123,31,58,90,138,306,,63,54,78,85,80,28,33,53,74,107
G4201010002400,G4201010002400,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,002400,"Census Tract 24, Philadelphia County, Pennsylvania",,,,,,,156,69,140,157,112,125,113,119,221,664,,84,42,79,110,77,82,79,74,93,160
G4201010002500,G4201010002500,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,002500,"Census Tract 25, Philadelphia County, Pennsylvania",,,,,,,170,180,116,135,191,46,41,138,169,445,,72,89,65,68,101,34,40,86,76,107
G4201010002701,G4201010002701,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,002701,"Census Tract 27.01, Philadelphia County, Pennsylvania",,,,,,,123,65,167,114,210,140,150,57,293,234,,79,59,98,64,112,94,108,49,106,105
G4201010002702,G4201010002702,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,002702,"Census Tract 27.02, Philadelphia County, Pennsylvania",,,,,,,124,80,63,57,94,74,35,102,382,491,,72,80,64,40,67,79,37,81,118,162
G4201010002801,G4201010002801,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,002801,"Census Tract 28.01, Philadelphia County, Pennsylvania",,,,,,,183,140,181,85,144,122,45,151,228,251,,98,93,81,68,82,88,51,102,118,107
G4201010002802,G4201010002802,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,002802,"Census Tract 28.02, Philadelphia County, Pennsylvania",,,,,,,174,227,102,100,152,98,0,246,444,452,,76,102,51,74,91,61,10,115,135,146
G4201010002900,G4201010002900,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,002900,"Census Tract 29, Philadelphia County, Pennsylvania",,,,,,,185,166,139,130,61,88,120,182,276,577,,92,79,77,65,43,59,95,98,105,154
G4201010003001,G4201010003001,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,003001,"Census Tract 30.01, Philadelphia County, Pennsylvania",,,,,,,180,92,74,175,76,209,149,136,223,225,,107,65,59,81,52,108,113,70,99,84
G4201010003002,G4201010003002,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,003002,"Census Tract 30.02, Philadelphia County, Pennsylvania",,,,,,,197,258,85,146,150,4,21,68,174,131,,94,122,65,89,90,9,23,65,81,80
G4201010003100,G4201010003100,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,003100,"Census Tract 31, Philadelphia County, Pennsylvania",,,,,,,345,296,100,41,233,105,72,143,223,123,,148,143,72,47,94,71,69,85,117,71
G4201010003200,G4201010003200,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,003200,"Census Tract 32, Philadelphia County, Pennsylvania",,,,,,,320,201,293,77,89,145,157,126,210,179,,159,98,154,73,58,85,102,80,99,118
G4201010003300,G4201010003300,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,003300,"Census Tract 33, Philadelphia County, Pennsylvania",,,,,,,362,324,241,212,175,84,68,292,293,145,,138,160,118,128,109,89,54,161,121,77
G4201010003600,G4201010003600,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,003600,"Census Tract 36, Philadelphia County, Pennsylvania",,,,,,,786,356,240,284,239,222,114,106,247,211,,233,158,116,162,135,128,82,52,122,99
G4201010003701,G4201010003701,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,003701,"Census Tract 37.01, Philadelphia County, Pennsylvania",,,,,,,248,233,150,212,141,136,252,230,499,102,,129,112,96,143,107,87,157,144,241,81
G4201010003702,G4201010003702,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,003702,"Census Tract 37.02, Philadelphia County, Pennsylvania",,,,,,,259,132,17,84,84,117,71,185,217,213,,94,75,26,58,63,70,53,89,73,88
G4201010003800,G4201010003800,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,003800,"Census Tract 38, Philadelphia County, Pennsylvania",,,,,,,45,71,98,106,105,82,99,104,335,530,,33,38,58,57,65,43,65,52,126,134
G4201010003901,G4201010003901,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,003901,"Census Tract 39.01, Philadelphia County, Pennsylvania",,,,,,,251,230,153,320,163,150,117,232,335,573,,128,99,82,160,102,101,75,126,135,195
G4201010003902,G4201010003902,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,003902,"Census Tract 39.02, Philadelphia County, Pennsylvania",,,,,,,146,209,137,121,23,82,84,247,552,805,,85,84,91,75,26,55,58,89,191,214
G4201010004001,G4201010004001,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,004001,"Census Tract 40.01, Philadelphia County, Pennsylvania",,,,,,,110,195,156,239,66,155,61,147,383,383,,79,90,71,90,42,69,36,87,130,102
G4201010004002,G4201010004002,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,004002,"Census Tract 40.02, Philadelphia County, Pennsylvania",,,,,,,108,145,142,213,103,115,199,129,359,490,,69,76,71,106,68,73,159,77,134,133
G4201010004101,G4201010004101,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,004101,"Census Tract 41.01, Philadelphia County, Pennsylvania",,,,,,,310,188,216,384,174,139,110,143,215,179,,130,92,109,157,101,79,50,80,124,83
G4201010004102,G4201010004102,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,004102,"Census Tract 41.02, Philadelphia County, Pennsylvania",,,,,,,267,282,219,222,115,210,204,169,448,459,,120,133,120,107,67,97,105,92,143,177
G4201010004201,G4201010004201,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,004201,"Census Tract 42.01, Philadelphia County, Pennsylvania",,,,,,,297,93,198,20,67,176,57,238,330,565,,129,47,101,23,61,109,45,81,126,174
G4201010004202,G4201010004202,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,004202,"Census Tract 42.02, Philadelphia County, Pennsylvania",,,,,,,227,69,160,117,83,91,101,173,340,367,,85,46,70,65,53,73,68,93,118,111
G4201010005000,G4201010005000,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,005000,"Census Tract 50, Philadelphia County, Pennsylvania",,,,,,,0,0,0,0,0,0,0,0,0,0,,10,10,10,10,10,10,10,14,14,22
G4201010005400,G4201010005400,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,005400,"Census Tract 54, Philadelphia County, Pennsylvania",,,,,,,83,41,28,15,32,25,34,55,158,183,,55,32,42,17,34,27,39,42,80,74
G4201010005500,G4201010005500,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,005500,"Census Tract 55, Philadelphia County, Pennsylvania",,,,,,,224,31,135,197,92,59,14,525,516,651,,143,48,105,106,59,72,24,202,169,200
G4201010005600,G4201010005600,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,005600,"Census Tract 56, Philadelphia County, Pennsylvania",,,,,,,45,51,68,7,27,43,12,41,127,107,,31,44,50,10,46,43,19,45,80,82
G4201010006000,G4201010006000,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,006000,"Census Tract 60, Philadelphia County, Pennsylvania",,,,,,,178,194,201,124,161,234,85,355,352,518,,75,107,117,82,108,128,85,182,143,189
G4201010006100,G4201010006100,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,006100,"Census Tract 61, Philadelphia County, Pennsylvania",,,,,,,102,54,66,118,8,70,164,85,302,174,,84,48,42,56,13,63,104,52,110,84
G4201010006200,G4201010006200,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,006200,"Census Tract 62, Philadelphia County, Pennsylvania",,,,,,,112,188,140,99,97,100,116,122,232,106,,66,79,87,61,61,67,61,68,108,74
G4201010006300,G4201010006300,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,006300,"Census Tract 63, Philadelphia County, Pennsylvania",,,,,,,275,193,90,73,48,98,33,100,149,173,,97,91,63,56,35,57,30,65,76,98
G4201010006400,G4201010006400,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,006400,"Census Tract 64, Philadelphia County, Pennsylvania",,,,,,,220,111,37,141,63,148,66,153,209,166,,91,62,28,76,55,78,56,87,98,90
G4201010006500,G4201010006500,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,006500,"Census Tract 65, Philadelphia County, Pennsylvania",,,,,,,292,225,173,178,86,63,97,217,137,310,,108,96,81,75,55,39,59,88,73,123
G4201010006600,G4201010006600,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,006600,"Census Tract 66, Philadelphia County, Pennsylvania",,,,,,,261,272,82,98,148,105,44,146,140,145,,96,102,54,56,90,85,42,90,68,78
G4201010006700,G4201010006700,2008-2012,Pennsylvania,42,420,Philadelphia County,101,1010,006700,"Census Tract 67, Philadelphia County, Pennsylvania",,,,,,,437,398,263,190,91,191,225,182,265,225,,192,181,142,107,73,111,136,109,142,129
